1,277,428,361,428,361,896,277,896,0.92822265625
10,288,942,850,942,850,1078,288,1078,0.9501953125
100,824,686,847,686,847,724,824,724,0.6953125
100,424,570,465,570,465,582,424,582,0.845703125
100,0,888,1024,888,1024,1315,0,1315,0.9013671875
100,425,430,460,430,460,547,425,547,0.91015625
100,421,335,456,335,456,411,421,411,0.916015625
1000,257,319,293,319,293,334,257,334,0.685546875
1000,268,453,302,453,302,471,268,471,0.85205078125
1000,769,434,836,434,836,469,769,469,0.865234375
1000,845,439,905,439,905,482,845,482,0.88525390625
1000,275,524,335,524,335,563,275,563,0.89208984375
1000,917,436,986,436,986,474,917,474,0.892578125
1000,200,294,253,294,253,333,200,333,0.89599609375
1000,596,367,655,367,655,414,596,414,0.9052734375
1000,507,368,586,368,586,412,507,412,0.91064453125
1000,64,292,192,292,192,329,64,329,0.912109375
1000,340,528,417,528,417,561,340,561,0.9130859375
1000,657,371,731,371,731,414,657,414,0.92041015625
1000,1027,502,1300,502,1300,562,1027,562,0.92578125
101,216,521,916,521,916,806,216,806,0.888671875
101,56,179,153,179,153,304,56,304,0.9150390625
101,926,682,1332,682,1332,814,926,814,0.9482421875
101,925,531,1328,531,1328,665,925,665,0.95361328125
102,593,155,791,155,791,841,593,841,0.91064453125
103,47,770,252,770,252,841,47,841,0.64599609375
103,515,338,526,338,526,361,515,361,0.775390625
103,521,1004,761,1004,761,1024,521,1024,0.79296875
103,759,958,823,958,823,967,759,967,0.79443359375
103,58,965,107,965,107,980,58,980,0.82470703125
103,346,665,1149,665,1149,853,346,853,0.88330078125
103,567,961,714,961,714,993,567,993,0.896484375
103,507,898,664,898,664,937,507,937,0.93115234375
104,179,622,281,622,281,672,179,672,0.6083984375
104,950,666,973,666,973,675,950,675,0.63525390625
104,1027,666,1038,666,1038,676,1027,676,0.78515625
104,251,597,276,597,276,607,251,607,0.80908203125
104,1085,598,1168,598,1168,678,1085,678,0.80908203125
104,358,664,572,664,572,677,358,677,0.81396484375
104,1039,666,1066,666,1066,676,1039,676,0.84228515625
104,1067,666,1100,666,1100,676,1067,676,0.84814453125
104,973,666,1024,666,1024,676,973,676,0.8544921875
104,111,597,281,597,281,675,111,675,0.857421875
104,1019,596,1050,596,1050,607,1019,607,0.8603515625
104,916,596,1085,596,1085,668,916,668,0.8642578125
104,1051,596,1082,596,1082,607,1051,607,0.8740234375
104,882,603,900,603,900,660,882,660,0.90380859375
104,359,624,571,624,571,660,359,660,0.92578125
105,76,617,1328,617,1328,887,76,887,0.92431640625
105,913,899,1322,899,1322,954,913,954,0.92578125
106,207,495,233,495,233,544,207,544,0.64208984375
106,1270,271,1365,271,1365,380,1270,380,0.71923828125
106,33,486,92,486,92,525,33,525,0.72900390625
106,387,892,460,892,460,911,387,911,0.75732421875
106,61,640,146,640,146,670,61,670,0.759765625
106,352,977,407,977,407,986,352,986,0.79638671875
106,0,931,22,931,22,1024,0,1024,0.80517578125
106,1237,965,1254,965,1254,1015,1237,1015,0.8310546875
106,103,463,193,463,193,495,103,495,0.8681640625
106,44,907,83,907,83,927,44,927,0.87255859375
106,148,636,226,636,226,663,148,663,0.87548828125
106,392,925,492,925,492,962,392,962,0.87841796875
