1,273,420,358,420,358,893,273,893,0.90966796875
10,279,940,859,940,859,1081,279,1081,0.8935546875
100,923,687,961,687,961,706,923,706,0.365234375
100,777,837,802,837,802,847,777,847,0.368408203125
100,589,780,611,780,611,796,589,796,0.4619140625
100,421,565,466,565,466,585,421,585,0.63330078125
100,425,428,463,428,463,553,425,553,0.86328125
100,422,334,456,334,456,410,422,410,0.88232421875
1000,65,292,187,292,187,328,65,328,0.5419921875
1000,844,439,905,439,905,483,844,483,0.61767578125
1000,1099,507,1149,507,1149,549,1099,549,0.62060546875
1000,143,333,266,333,266,545,143,545,0.6337890625
1000,258,453,306,453,306,474,258,474,0.69287109375
1000,658,373,729,373,729,416,658,416,0.77783203125
1000,913,439,984,439,984,482,913,482,0.837890625
1000,339,527,421,527,421,563,339,563,0.85546875
1000,1031,502,1298,502,1298,563,1031,563,0.86669921875
1000,275,522,336,522,336,562,275,562,0.87255859375
1000,767,431,838,431,838,477,767,477,0.87353515625
1000,508,369,587,369,587,411,508,411,0.87451171875
1000,593,369,657,369,657,416,593,416,0.8828125
101,53,181,154,181,154,312,53,312,0.9111328125
101,926,683,1327,683,1327,811,926,811,0.91845703125
101,925,532,1323,532,1323,665,925,665,0.919921875
101,215,512,913,512,913,806,215,806,0.92822265625
102,587,152,787,152,787,844,587,844,0.912109375
103,0,322,32,322,32,357,0,357,0.38330078125
103,515,337,526,337,526,360,515,360,0.453857421875
103,80,599,133,599,133,626,80,626,0.458740234375
103,60,965,107,965,107,981,60,981,0.461669921875
103,185,600,234,600,234,626,185,626,0.611328125
103,528,1004,755,1004,755,1024,528,1024,0.611328125
103,509,899,662,899,662,935,509,935,0.724609375
103,59,782,250,782,250,837,59,837,0.84716796875
103,566,962,716,962,716,991,566,991,0.87548828125
103,339,666,1144,666,1144,856,339,856,0.9189453125
104,360,662,571,662,571,678,360,678,0.541015625
104,220,595,277,595,277,614,220,614,0.57421875
104,917,591,1173,591,1173,675,917,675,0.78564453125
104,113,617,280,617,280,671,113,671,0.80859375
104,881,599,900,599,900,664,881,664,0.810546875
104,356,621,574,621,574,660,356,660,0.8564453125
105,913,897,1316,897,1316,958,913,958,0.88720703125
105,109,619,1352,619,1352,894,109,894,0.91748046875
106,393,925,490,925,490,963,393,963,0.36376953125
106,1087,960,1134,960,1134,977,1087,977,0.44580078125
106,384,891,460,891,460,915,384,915,0.4638671875
106,96,463,224,463,224,538,96,538,0.60302734375
106,347,975,408,975,408,987,347,987,0.60791015625
106,31,488,94,488,94,517,31,517,0.61181640625
106,1271,259,1365,259,1365,362,1271,362,0.6494140625
106,58,637,148,637,148,669,58,669,0.66943359375
106,1086,985,1112,985,1112,1023,1086,1023,0.73291015625
106,1037,546,1273,546,1273,647,1037,647,0.751953125
106,148,634,223,634,223,664,148,664,0.7685546875
106,394,925,488,925,488,964,394,964,0.79345703125
106,281,521,1025,521,1025,640,281,640,0.8173828125
106,1051,655,1251,655,1251,686,1051,686,0.87744140625
107,261,263,435,263,435,1074,261,1074,0.412109375
107,272,48,372,48,372,60,272,60,0.4189453125
107,241,152,406,152,406,173,241,173,0.5107421875
107,234,1272,486,1272,486,1304,234,1304,0.74267578125
107,258,244,434,244,434,1091,258,1091,0.74755859375
107,234,1217,485,1217,485,1272,234,1272,0.88720703125
108,629,934,814,934,814,1022,629,1022,0.77001953125
108,301,460,636,460,636,717,301,717,0.8388671875
108,236,729,820,729,820,882,236,882,0.88671875
109,1279,780,1300,780,1300,800,1279,800,0.385498046875
109,3,644,144,644,144,684,3,684,0.387451171875
109,1195,653,1300,653,1300,676,1195,676,0.442626953125
109,1227,782,1257,782,1257,797,1227,797,0.5009765625
109,1198,698,1242,698,1242,714,1198,714,0.533203125
109,709,83,1254,83,1254,282,709,282,0.9208984375
109,427,38,704,38,704,167,427,167,0.923828125
109,428,174,708,174,708,307,428,307,0.93017578125
109,36,63,422,63,422,266,36,266,0.93701171875
11,459,518,493,518,493,532,459,532,0.351318359375
11,293,721,335,721,335,753,293,753,0.353515625
11,571,516,611,516,611,532,571,532,0.392578125
11,499,516,564,516,564,531,499,531,0.452880859375
11,304,517,451,517,451,533,304,533,0.4990234375
11,613,516,681,516,681,531,613,531,0.53125
11,124,966,156,966,156,1022,124,1022,0.5634765625
11,500,517,566,517,566,532,500,532,0.5693359375
11,124,968,156,968,156,1021,124,1021,0.5927734375
11,310,632,520,632,520,692,310,692,0.66748046875
11,336,710,520,710,520,754,336,754,0.798828125
11,950,516,1198,516,1198,626,950,626,0.81201171875
11,332,710,518,710,518,752,332,752,0.8212890625
11,959,652,995,652,995,763,959,763,0.8310546875
11,1013,655,1235,655,1235,716,1013,716,0.8564453125
11,312,631,517,631,517,692,312,692,0.8828125
11,310,549,425,549,425,613,310,613,0.89404296875
11,1008,727,1217,727,1217,771,1008,771,0.9033203125
11,184,942,653,942,653,1004,184,1004,0.9072265625
11,290,878,553,878,553,925,290,925,0.90869140625
11,432,545,672,545,672,610,432,610,0.91552734375
110,423,1130,555,1130,555,1184,423,1184,0.876953125
110,234,798,793,798,793,1000,234,1000,0.88720703125
110,305,1002,694,1002,694,1092,305,1092,0.90234375
111,582,846,993,846,993,992,582,992,0.888671875
111,1010,852,1306,852,1306,968,1010,968,0.8974609375
111,305,853,542,853,542,976,305,976,0.92333984375
112,66,546,183,546,183,654,66,654,0.87353515625
112,349,1256,639,1256,639,1356,349,1356,0.91015625
112,363,701,645,701,645,1237,363,1237,0.912109375
112,219,545,641,545,641,666,219,666,0.91650390625
112,57,705,341,705,341,1232,57,1232,0.9189453125
112,32,1255,309,1255,309,1358,32,1358,0.9189453125
113,732,898,1198,898,1198,974,732,974,0.390380859375
113,1271,756,1318,756,1318,810,1271,810,0.55712890625
113,1263,922,1292,922,1292,963,1263,963,0.7626953125
113,727,895,1192,895,1192,975,727,975,0.9033203125
113,169,895,672,895,672,978,169,978,0.9091796875
113,369,734,1199,734,1199,883,369,883,0.93603515625
114,32,1128,755,1128,755,1197,32,1197,0.79638671875
114,18,542,868,542,868,898,18,898,0.8720703125
114,12,169,827,169,827,538,12,538,0.875
114,483,1053,847,1053,847,1130,483,1130,0.87890625
114,3,885,422,885,422,1008,3,1008,0.89697265625
114,56,1024,448,1024,448,1107,56,1107,0.900390625
114,484,921,883,921,883,1031,484,1031,0.904296875
